Outlet_ID,Outlet_Size,Cooler_Count,Outlet_Type
OUT_04528,Large,4,Eatery
OUT_04529,Small,0,Hotel
OUT_04530,,1,Pharmacy
OUT_04531,Small,0,Bakery
OUT_04532,Small,0,Bakery
OUT_04533,Large,4,Bakery
OUT_04534,Small,0,Eatery
OUT_04535,Medium,2,SMMT
OUT_04536,Medium,2,Grocery
OUT_04537,,0,Eatery
OUT_04538,Small,0,Hotel
OUT_04539,Small,0,Kiosk
OUT_04540,Medium,2,Bakery
OUT_04541,Medium,2,Bakery
OUT_04542,Small,0,Bakery
OUT_04543,Small,0,Eatery
OUT_04544,Medium,1,SMMT
OUT_04545,Small,0,Grocery
OUT_04546,Small,1,Grocery
OUT_04547,Medium,1,SMMT
OUT_04548,Small,0,Bakery
OUT_04549,small,0,Hotel
OUT_04550,small,2,Pharmacy
OUT_04551,Medium,1,Eatery
OUT_04552,Medium,2,Bakery
OUT_04553,Medium,2,Kiosk
OUT_04554,Small,0,SMMT
OUT_04555,Small,0,Hotel
OUT_04556,Large,5,Hotel
OUT_04557,Small,1,Grocery
OUT_04558,Medium,1,Bakery
OUT_04559,Small,0,Pharmacy
OUT_04560,Large,4,SMMT
OUT_04561,Medium,2,Bakry
OUT_04562,Small,0,Eatery
OUT_04563,Small,1,SMMT
OUT_04564,Small,0,Eatery
OUT_04565,Medium,1,Bakry
OUT_04566,Medium,1,Pharmacy
OUT_04567,Small,1,SMMT
OUT_04568,Large,5,SMMT
OUT_04569,Extra Large,2,SMMT
OUT_04570,Small,1,Hotel
OUT_04571,Medium,1,Grocry
OUT_04572,Small,0,Eatery
OUT_04573,Medium,1,Grocery
OUT_04574,Small,0,Eatery
OUT_04575,Medium,1,Pharmacy
OUT_04576,Large,5,Bakery
OUT_04577,Small,0,Eatery
OUT_04578,small,2,Grocery
OUT_04579,Small,0,SMMT
OUT_04580,Medium,1,Bakry
OUT_04581,Medium,2,Hotel
OUT_04582,Small,1,Grocery
OUT_04583,Medium,2,Grocery
OUT_04584,Small,1,SMMT
OUT_04585,Small,0,Grocery
OUT_04586,Medium,1,Pharmacy
OUT_04587,Small,0,Pharmacy
OUT_04588,Small,0,Hotel
OUT_04589,Small,0,Hotel
OUT_04590,Medium,2,SMMT
OUT_04591,Small,0,Hotel
OUT_04592,Medium,1,Eatery
OUT_04593,Extra Large,2,Eatery
OUT_04594,Large,3,Pharmacy
OUT_04595,Medium,1,Hotel
OUT_04596,,2,Eatery
OUT_04597,Small,0,Pharmacy
OUT_04598,Large,5,SMMT
OUT_04599,Medium,2,Hotel
OUT_04600,Small,0,Pharmacy
OUT_04601,Small,1,Kiosk
OUT_04602,Small,0,Kiosk
OUT_04603,Medium,2,Eatery
OUT_04604,Small,0,Bakery
OUT_04605,Small,0,Kiosk
OUT_04606,Large,3,Hotel
OUT_04607,Medium,1,Grocery
OUT_04608,Small,1,Pharmacy
OUT_04609,Extra Large,4,Bakery
OUT_04610,Large,2,Hotel
OUT_04611,Large,3,SMMT
OUT_04612,Large,3,SMMT
OUT_04613,Large,3,Hotel
OUT_04614,Small,0,Eatery
OUT_04615,Large,4,Hotel
OUT_04616,Small,1,Eatery
OUT_04617,Medium,2,Kiosk
OUT_04618,Medium,2,Eatery
OUT_04619,Medium,1,Kiosk
OUT_04620,Large,2,SMMT
OUT_04621,Medium,2,Bakery
OUT_04622,small,0,Grocery
OUT_04623,Small,0,Bakery
OUT_04624,Small,0,SMMT
OUT_04625,Small,0,Grocery
OUT_04626,Large,2,Hotel
OUT_04627,Medium,2,Eatery
OUT_04628,Medium,1,SMMT
OUT_04629,Medium,1,Grocery
OUT_04630,Medium,1,Hotel
OUT_04631,Small,0,Pharmacy
OUT_04632,Small,1,Hotel
OUT_04633,Medium,1,Hotel
OUT_04634,Medium,1,Pharmacy
OUT_04635,Small,1,Hotel
OUT_04636,Small,0,Bakery
OUT_04637,Small,0,Bakery
OUT_04638,Small,0,Bakery
OUT_04639,Small,0,Hotel
OUT_04640,Extra Large,5,Kiosk
OUT_04641,Medium,2,Kiosk
OUT_04642,Small,0,Bakery
OUT_04643,Small,0,Bakery
OUT_04644,Large,3,SMMT
OUT_04645,Small,1,Eatery
OUT_04646,small,4,Eatery
OUT_04647,Small,0,Eatery
OUT_04648,Medium,1,Eatery
OUT_04649,Small,0,Pharmacy
OUT_04650,,1,Pharmacy
OUT_04651,Large,5,Kiosk
OUT_04652,Small,0,SMMT
OUT_04653,Small,1,Kiosk
OUT_04654,Small,1,Bakery
OUT_04655,Small,0,Eatery
OUT_04656,Small,0,Eatery
OUT_04657,Small,0,Grocery
OUT_04658,Small,0,Grocery
OUT_04659,Small,0,Bakery
OUT_04660,Small,0,Grocry
OUT_04661,Medium,1,Grocery
OUT_04662,Small,0,Hotel
OUT_04663,Small,0,Eatery
OUT_04664,Large,2,Kiosk
OUT_04665,Small,0,Bakry
OUT_04666,,3,Bakery
OUT_04667,Large,3,Hotel
OUT_04668,Small,1,Bakery
OUT_04669,Medium,2,Grocery
OUT_04670,Small,1,Bakery
OUT_04671,Medium,1,Kiosk
OUT_04672,Medium,1,Grocery
OUT_04673,Small,0,Grocery
OUT_04674,Small,0,Bakery
OUT_04675,Medium,2,SMMT
OUT_04676,Large,3,Kiosk
OUT_04677,Small,0,Pharmacy
OUT_04678,Extra Large,4,Hotel
OUT_04679,Large,4,Grocery
OUT_04680,Small,0,Hotel
OUT_04681,Medium,2,Grocery
OUT_04682,Small,0,Kiosk
OUT_04683,Medium,2,Grocery
OUT_04684,Small,1,Grocery
OUT_04685,Medium,2,Hotel
OUT_04686,Medium,1,Bakery
OUT_04687,small,0,Pharmacy
OUT_04688,Small,0,Pharmacy
OUT_04689,small,2,Kiosk
OUT_04690,Small,1,Hotel
OUT_04691,Small,0,Pharmacy
OUT_04692,Small,0,Eatery
OUT_04693,Small,0,SMMT
OUT_04694,Large,3,Bakery
OUT_04695,Medium,1,Eatery
OUT_04696,small,2,Eatery
OUT_04697,Medium,1,Bakry
OUT_04698,Small,0,Grocery
OUT_04699,Medium,1,Hotel
OUT_04700,Medium,2,Eatery
OUT_04701,Large,2,Grocery
OUT_04702,Medium,2,Bakery
OUT_04703,Large,2,Bakery
OUT_04704,Large,3,Pharmacy
OUT_04705,Small,0,Grocery
OUT_04706,Large,2,Grocery
OUT_04707,Medium,1,SMMT
OUT_04708,Small,1,Bakery
OUT_04709,Small,0,Eatery
OUT_04710,Medium,2,Bakery
OUT_04711,Small,1,Grocery
OUT_04712,Small,0,Pharmacy
OUT_04713,Large,5,Hotel
OUT_04714,Large,3,Kiosk
OUT_04715,Small,0,Bakery
OUT_04716,Medium,2,Hotel
OUT_04717,Small,0,SMMT
OUT_04718,Large,2,Pharmacy
OUT_04719,Small,0,Eatery
OUT_04720,Small,1,Grocery
OUT_04721,Medium,2,Pharmacy
OUT_04722,Small,1,SMMT
OUT_04723,Medium,2,Pharmacy
OUT_04724,Large,5,Grocery
OUT_04725,Small,1,Grocery
OUT_04726,Medium,1,SMMT
OUT_04727,Small,0,Eatery
OUT_04728,Medium,2,Kiosk
OUT_04729,Medium,1,Eatery
OUT_04730,Small,0, Eatery 
OUT_04731,Medium,1,SMMT
OUT_04732,Small,0,Hotel
OUT_04733,Large,3,Pharmacy
OUT_04734,Large,2,Grocery
OUT_04735,Small,0,Grocry
OUT_04736,Medium,2,Eatery
OUT_04737,Large,5,SMMT
OUT_04738,Small,0,Bakery
OUT_04739,Small,1,Bakery
OUT_04740,Small,0,SMMT
OUT_04741,Small,0,Bakery
OUT_04742,Large,3,Pharmacy
OUT_04743,Medium,2,Grocery
OUT_04744,Medium,2,Grocery
OUT_04745,Small,1,Pharmacy
OUT_04746,Large,2,Bakery
OUT_04747,Medium,2,Grocery
OUT_04748,Small,1,Bakery
OUT_04749,Small,0,Grocery
OUT_04750,small,1,SMMT
OUT_04751,Large,4,Hotel
OUT_04752,Extra Large,4,Eatery
OUT_04753,Medium,2,Hotel
OUT_04754,Medium,2,Hotel
OUT_04755,Medium,1,Bakery
OUT_04756,Medium,1,Kiosk
OUT_04757,small,4,Bakery
OUT_04758,Large,3,Grocery
OUT_04759,Small,1,Grocry
OUT_04760,Small,0,Hotel
OUT_04761,Medium,2,Kiosk
OUT_04762,Small,0,Kiosk
OUT_04763,Small,0,SMMT
OUT_04764,Small,1,Bakery
OUT_04765,Medium,2,SMMT
OUT_04766,Large,2,Grocery
OUT_04767,,0,Bakery
OUT_04768,Large,3,SMMT
OUT_04769,Small,0,Hotel
OUT_04770,Small,0,Kiosk
OUT_04771,Small,0,SMMT
OUT_04772,Large,3,Bakery
OUT_04773,Small,0,Pharmacy
OUT_04774,Medium,1,Bakery
OUT_04775,small,4,Bakery
OUT_04776,Medium,1,Hotel
OUT_04777,Small,0,Hotel
OUT_04778,Small,1,Bakery
OUT_04779,Medium,2,Grocery
OUT_04780,Small,0,Bakry
OUT_04781,Medium,1,Bakery
OUT_04782,Medium,1,SMMT
OUT_04783,Medium,1,Bakery
OUT_04784,Medium,1,SMMT
OUT_04785,Medium,1,Kiosk
OUT_04786,Medium,1,Grocery
OUT_04787,Small,0,SMMT
OUT_04788,Medium,2,SMMT
OUT_04789,Small,1,Eatery
OUT_04790,Extra Large,3,Grocery
OUT_04791,Large,2,Bakery
OUT_04792,Small,0,SMMT
OUT_04793,Small,0,Kiosk
OUT_04794,Small,0,Bakry
OUT_04795,Large,5,Hotel
OUT_04796,Medium,2,Eatery
OUT_04797,Small,0,Bakery
OUT_04798,Large,2,SMMT
OUT_04799,Small,0,Pharmacy
OUT_04800,Small,0,SMMT
OUT_04801,Small,0,Pharmacy
OUT_04802,Small,0,Pharmacy
OUT_04803,Small,0,SMMT
OUT_04804,Large,4,Eatery
OUT_04805,Small,0,Pharmacy
OUT_04806,Small,0,Grocery
OUT_04807,Medium,1,Pharmacy
OUT_04808,Large,3,SMMT
OUT_04809,Small,0,Eatery
OUT_04810,Medium,1,Kiosk
OUT_04811,Large,2,Hotel
OUT_04812,Extra Large,5,Eatery
OUT_04813,,5,Pharmacy
OUT_04814,Large,2,Kiosk
OUT_04815,Small,0,Kiosk
OUT_04816,Small,0,SMMT
OUT_04817,Small,1,Pharmacy
OUT_04818,Medium,2,Eatery
OUT_04819,Extra Large,4,SMMT
OUT_04820,Small,1,Pharmacy
OUT_04821,Small,0,Eatery
OUT_04822,Small,0,Eatery
OUT_04823,Medium,1,Kiosk
OUT_04824,Small,0,SMMT
OUT_04825,Small,0,Grocery
OUT_04826,Small,1,Hotel
OUT_04827,Small,0,Bakery
OUT_04828,Small,0,Bakery
OUT_04829,Small,0,Bakery
OUT_04830,Large,2,Kiosk
OUT_04831,Small,1,Eatery
OUT_04832,Medium,2,Eatery
OUT_04833,Medium,1,Eatery
OUT_04834,Small,1,Bakery
OUT_04835,Extra Large,5,Hotel
OUT_04836,Medium,1,Pharmacy
OUT_04837,Small,0,Grocery
OUT_04838,Small,0,Hotel
OUT_04839,Small,0,Bakery
OUT_04840,Small,1,SMMT
OUT_04841,Small,0,Pharmacy
OUT_04842,Small,0,Hotel
OUT_04843,Small,0,Eatery
OUT_04844,Large,5,Pharmacy
OUT_04845,Small,0,Eatery
OUT_04846,Small,1,Pharmacy
OUT_04847,Small,1,Grocery
OUT_04848,Medium,2,Grocery
OUT_04849,Medium,1,Bakery
OUT_04850,Small,1,Hotel
OUT_04851,Medium,2,Bakery
OUT_04852,Medium,1,Kiosk
OUT_04853,Extra Large,4,Bakery
OUT_04854,Large,4,Bakery
OUT_04855,Small,0,Bakery
OUT_04856,Medium,1,Pharmacy
OUT_04857,Large,2,Eatery
OUT_04858,Small,1,Bakery
OUT_04859,Medium,2,Pharmacy
OUT_04860,Medium,2,Hotel
OUT_04861,Medium,1,Eatery
OUT_04862,Medium,2,Hotel
OUT_04863,Small,0,Pharmacy
OUT_04864,Medium,2,Grocery
OUT_04865,Medium,1,Bakry
OUT_04866,Medium,1,SMMT
OUT_04867,Small,0,Kiosk
OUT_04868,Medium,2,Bakery
OUT_04869,Large,4,Eatery
OUT_04870,Small,0,Kiosk
OUT_04871,Small,1,SMMT
OUT_04872,Medium,2,Kiosk
OUT_04873,Large,5,Bakery
OUT_04874,Small,0,Kiosk
OUT_04875,Small,0,Grocery
OUT_04876,Medium,2,Kiosk
OUT_04877,small,2,Hotel
OUT_04878,Small,0,Pharmacy
OUT_04879,Extra Large,3,Hotel
OUT_04880,Small,0,Eatery
OUT_04881,Small,0,Eatery
OUT_04882,Medium,2,Grocery
OUT_04883,Small,0,Eatery
OUT_04884,Small,0,Hotel
OUT_04885,Large,5,Hotel
OUT_04886,Medium,2,Hotel
OUT_04887,Large,2,SMMT
OUT_04888,Small,1,Kiosk
OUT_04889,Small,1,Grocery
OUT_04890,Small,0,SMMT
OUT_04891,Medium,2,Bakery
OUT_04892,Large,2,Grocery
OUT_04893,Medium,2,Grocery
OUT_04894,Small,0,Bakery
OUT_04895,Small,0,Kiosk
OUT_04896,Small,1,Eatery
OUT_04897,Small,0,Grocery
OUT_04898,Large,5,SMMT
OUT_04899,Medium,1,SMMT
OUT_04900,Small,1,Pharmacy
OUT_04901,Medium,1,Eatery
OUT_04902,Small,0,Eatery
OUT_04903,Medium,2,Pharmacy
OUT_04904,Medium,2,Grocery
OUT_04905,Small,1,Grocry
OUT_04906,Small,1,Pharmacy
OUT_04907,Small,0,Hotel
OUT_04908,small,0,Eatery
OUT_04909,Small,0,Grocery
OUT_04910,Medium,1,Pharmacy
OUT_04911,Small,0,Eatery
OUT_04912,Medium,1,Grocery
OUT_04913,Large,2,Eatery
OUT_04914,Medium,1,Eatery
OUT_04915,Small,1,Hotel
OUT_04916,Small,1,Eatery
OUT_04917,Medium,2,Pharmacy
OUT_04918,Small,0,Grocery
OUT_04919,Extra Large,3,Kiosk
OUT_04920,Medium,2,Bakery
OUT_04921,small,0,Eatery
OUT_04922,Medium,1,Pharmacy
OUT_04923,Small,0,Grocry
OUT_04924,Large,3,Eatery
OUT_04925,Large,4,SMMT
OUT_04926,Small,1,Kiosk
OUT_04927,Medium,1,SMMT
OUT_04928,Medium,2,SMMT
OUT_04929,Medium,2,Hotel
OUT_04930,Small,1,Bakery
OUT_04931,Small,0,Hotel
OUT_04932,Medium,2,Bakery
OUT_04933,Small,1,Hotel
OUT_04934,Small,0,Eatery
OUT_04935,Small,0,Kiosk
OUT_04936,Medium,2,Hotel
OUT_04937,Medium,1,Grocery
OUT_04938,Small,0,Grocery
OUT_04939,Small,0,SMMT
OUT_04940,Small,0,Bakery
OUT_04941,Large,3,SMMT
OUT_04942,Large,2,Pharmacy
OUT_04943,Small,0,Hotel
OUT_04944,Large,3,Bakery
OUT_04945,Medium,2,Bakry
OUT_04946,Small,0,SMMT
OUT_04947,Large,3,SMMT
OUT_04948,Small,0,Pharmacy
OUT_04949,Medium,2,Hotel
OUT_04950,Medium,2,Eatery
OUT_04951,Small,1,Kiosk
OUT_04952,Medium,2,SMMT
OUT_04953,Large,3,Hotel
OUT_04954,Medium,2,Bakery
OUT_04955,Small,0,Kiosk
OUT_04956,Small,0,Hotel
OUT_04957,Small,0,Hotel
OUT_04958,Small,1,Pharmacy
OUT_04959,Medium,2,Bakery
OUT_04960,Small,0, Eatery 
OUT_04961,Small,1,Hotel
OUT_04962,Extra Large,2,Bakery
OUT_04963,Medium,2,Bakery
OUT_04964,Small,0,Pharmacy
OUT_04965,Small,0,Bakery
OUT_04966,Small,0,Grocry
OUT_04967,Small,0,Hotel
OUT_04968,Medium,2,Bakery
OUT_04969,Medium,1,Bakery
OUT_04970,Small,0,SMMT
OUT_04971,Large,5,Kiosk
OUT_04972,Medium,2,Eatery
OUT_04973,Large,5,Eatery
OUT_04974,Medium,1,Pharmacy
OUT_04975,Small,0,Bakry
OUT_04976,Small,1,Bakery
OUT_04977,Small,0,Hotel
OUT_04978,Medium,1,Eatery
OUT_04979,Extra Large,4,Hotel
OUT_04980,Medium,1,Grocery
OUT_04981,Small,0,Grocery
OUT_04982,Medium,1,Kiosk
OUT_04983,Large,3,Eatery
OUT_04984,Small,1,Hotel
OUT_04985,Large,2,Kiosk
OUT_04986,Medium,1,Eatery
OUT_04987,Small,0,Grocery
OUT_04988,Small,1,Eatery
OUT_04989,small,0,Bakery
OUT_04990,Medium,1,Kiosk
OUT_04991,Small,1,Kiosk
OUT_04992,Large,5,Pharmacy
OUT_04993,Small,0,Pharmacy
OUT_04994,Medium,2,Bakery
OUT_04995,Small,1,Kiosk
OUT_04996,Medium,2,Bakery
OUT_04997,Small,0,Bakery
OUT_04998,Small,1,Grocery
OUT_04999,Medium,1,Grocery
OUT_05000,Small,0,Eatery
OUT_05001,Small,1,Hotel
OUT_05002,Small,0,Kiosk
OUT_05003,Small,0,Grocery
OUT_05004,Small,0,Grocery
OUT_05005,Medium,2,Grocry
OUT_05006,Small,0,Eatery
OUT_05007,Extra Large,4,Hotel
OUT_05008,Small,1,Bakry
OUT_05009,Small,0,Eatery
OUT_05010,Small,0,Grocery
OUT_05011,Medium,1,Bakery
OUT_05012,Small,0,Kiosk
OUT_05013,Small,0,Grocery
OUT_05014,Medium,1,Pharmacy
OUT_05015,Medium,2,Hotel
OUT_05016,Medium,2,Grocery
OUT_05017,Small,0,Bakery
OUT_05018,Medium,2,Kiosk
OUT_05019,Small,1,Eatery
OUT_05020,Small,0,Kiosk
OUT_05021,Medium,1,Hotel
OUT_05022,Small,0,Grocery
OUT_05023,Small,0,Hotel
OUT_05024,Medium,2,Kiosk
OUT_05025,Small,0,SMMT
OUT_05026,Medium,2,Hotel
OUT_05027,Small,0,Kiosk
OUT_05028,Small,1,Kiosk
OUT_05029,Medium,2,SMMT
OUT_05030,Small,1,Kiosk
OUT_05031,Small,1,Bakry
OUT_05032,Small,1,Pharmacy
OUT_05033,Small,0,Kiosk
OUT_05034,Medium,1,Grocery
OUT_05035,Small,0,Bakery
OUT_05036,Small,0,Pharmacy
OUT_05037,Small,0,SMMT
OUT_05038,small,1,SMMT
OUT_05039,Small,0,Eatery
OUT_05040,Small,1,Grocery
OUT_05041,Small,0,Hotel
OUT_05042,small,2,Pharmacy
OUT_05043,Small,0,SMMT
OUT_05044,Medium,2,Pharmacy
OUT_05045,Large,4,Eatery
OUT_05046,Large,4,Kiosk
OUT_05047,Small,0,Grocery
OUT_05048,Small,0,Kiosk
OUT_05049,Small,0,SMMT
OUT_05050,Extra Large,2,Hotel
OUT_05051,Small,0,Bakery
OUT_05052,Large,4,Eatery
OUT_05053,Small,0,Kiosk
OUT_05054,Small,0,Pharmacy
OUT_05055,,1,SMMT
OUT_05056,Medium,2,Kiosk
OUT_05057,Medium,1,Grocery
OUT_05058,Small,0,Bakery
OUT_05059,Medium,2,Pharmacy
OUT_05060,Small,0,Eatery
OUT_05061,Small,0,Pharmacy
OUT_05062,Small,0,Eatery
OUT_05063,Small,0,Hotel
OUT_05064,Medium,1,Eatery
OUT_05065,Medium,1,Kiosk
OUT_05066,Medium,1,Eatery
OUT_05067,Small,1,Hotel
OUT_05068,Small,1,Kiosk
OUT_05069,Small,0,Hotel
OUT_05070,Medium,1,Grocery
OUT_05071,Extra Large,4,Eatery
OUT_05072,Small,1,SMMT
OUT_05073,Medium,1,Pharmacy
OUT_05074,Small,0,Grocery
OUT_05075,Small,0,Kiosk
OUT_05076,small,1,Kiosk
OUT_05077,Small,1,Bakry
OUT_05078,Medium,1,Bakery
OUT_05079,Large,3,Bakery
OUT_05080,Medium,1,Grocery
OUT_05081,Small,0,Grocery
OUT_05082,Medium,1,Eatery
OUT_05083,Medium,2,Grocery
OUT_05084,Medium,1,Pharmacy
OUT_05085,Medium,1,Grocry
OUT_05086,Small,0,Pharmacy
OUT_05087,Medium,2,Kiosk
OUT_05088,Small,0,Pharmacy
OUT_05089,Medium,1,Hotel
OUT_05090,Medium,2,Kiosk
OUT_05091,Large,5,SMMT
OUT_05092,Extra Large,5,Bakery
OUT_05093,Medium,2,Hotel
OUT_05094,Medium,2,Hotel
OUT_05095,Extra Large,5,Eatery
OUT_05096,Small,0,Bakery
OUT_05097,Large,4,Pharmacy
OUT_05098,Small,0,Kiosk
OUT_05099,Small,0,Bakry
OUT_05100,Small,1,Hotel
OUT_05101,Large,3,Pharmacy
OUT_05102,Medium,1,Bakery
OUT_05103,Small,0,Hotel
OUT_05104,Large,4,Kiosk
OUT_05105,Small,0,Pharmacy
OUT_05106,Small,1,Kiosk
OUT_05107,Medium,2,Hotel
OUT_05108,Small,1,Hotel
OUT_05109,Small,1,Bakry
OUT_05110,,1,Grocery
OUT_05111,Small,0,Eatery
OUT_05112,Medium,2,Hotel
OUT_05113,Small,0,Eatery
OUT_05114,Small,0,Grocry
OUT_05115,Large,3,Kiosk
OUT_05116,Medium,1,Bakery
OUT_05117,Small,0,Kiosk
OUT_05118,Medium,1,Kiosk
OUT_05119,Small,0,Kiosk
OUT_05120,Extra Large,4,Pharmacy
OUT_05121,Small,0,Eatery
OUT_05122,Large,2,Bakery
OUT_05123,Medium,1,SMMT
OUT_05124,Medium,1,Hotel
OUT_05125,Small,0,Pharmacy
OUT_05126,Small,1,Grocery
OUT_05127,Small,0,Hotel
OUT_05128,Medium,1,SMMT
OUT_05129,Medium,2,Hotel
OUT_05130,Large,3,Bakry
OUT_05131,Medium,1,Bakery
OUT_05132,Small,0,Kiosk
OUT_05133,Extra Large,5,SMMT
OUT_05134,Medium,2,Bakry
OUT_05135,Small,0,Pharmacy
OUT_05136,Medium,2,Hotel
OUT_05137,Small,0,Bakery
OUT_05138,Small,1,Bakery
OUT_05139,Small,1,Eatery
OUT_05140,small,4,Hotel
OUT_05141,Medium,1,Hotel
OUT_05142,Large,2,Kiosk
OUT_05143,Medium,1,Kiosk
OUT_05144,Small,1,Bakery
OUT_05145,Small,0,Hotel
OUT_05146,Small,0,SMMT
OUT_05147,Medium,2,Eatery
OUT_05148,Small,1,Pharmacy
OUT_05149,Medium,2,SMMT
OUT_05150,Medium,2,SMMT
OUT_05151,Small,0,Bakery
OUT_05152,Small,0,Bakery
OUT_05153,Small,1,Hotel
OUT_05154,Small,0,SMMT
OUT_05155,Medium,2,SMMT
OUT_05156,Extra Large,2,SMMT
OUT_05157,Extra Large,4,Bakery
OUT_05158,Small,1,Hotel
OUT_05159,Medium,1,Pharmacy
OUT_05160,Small,1,Eatery
OUT_05161,Large,3,Pharmacy
OUT_05162,Large,5,Bakery
OUT_05163,Medium,1,Bakery
OUT_05164,Small,0,Grocery
OUT_05165,Small,0,Eatery
OUT_05166,Large,4,Grocery
OUT_05167,Medium,1,Hotel
OUT_05168,Large,3,Pharmacy
OUT_05169,Small,1,Pharmacy
OUT_05170,Large,4,Bakery
OUT_05171,Small,1,Bakery
OUT_05172,Small,0,Eatery
OUT_05173,Small,1,Eatery
OUT_05174,Medium,1,Grocery
OUT_05175,Large,3,SMMT
OUT_05176,Large,4,Bakery
OUT_05177,Small,1,SMMT
OUT_05178,Large,3,Grocery
OUT_05179,Small,1,Kiosk
OUT_05180,Small,1,Eatery
OUT_05181,Extra Large,2,Eatery
OUT_05182,Small,0,Grocery
OUT_05183,Medium,1,Pharmacy
OUT_05184,Small,0,Grocery
OUT_05185,Large,2,SMMT
OUT_05186,Large,2,Kiosk
OUT_05187,Medium,1,Hotel
OUT_05188,Large,3,Grocery
OUT_05189,Small,0,Kiosk
OUT_05190,Small,0,Hotel
OUT_05191,Small,0,Bakery
OUT_05192,Medium,1,Pharmacy
OUT_05193,Small,1,Pharmacy
OUT_05194,Medium,1,SMMT
OUT_05195,Medium,1,Pharmacy
OUT_05196,Small,1,Kiosk
OUT_05197,Large,4,Pharmacy
OUT_05198,Extra Large,3,Pharmacy
OUT_05199,Medium,1,Hotel
OUT_05200,Small,0,Hotel
OUT_05201,Large,2,SMMT
OUT_05202,Small,0,Bakery
OUT_05203,Medium,1,Bakry
OUT_05204,Extra Large,3,Kiosk
OUT_05205,Extra Large,2,Kiosk
OUT_05206,Small,0,Kiosk
OUT_05207,Medium,2,Hotel
OUT_05208,Small,0,SMMT
OUT_05209,Small,0,Kiosk
OUT_05210,Small,0,SMMT
OUT_05211,Medium,2,Eatery
OUT_05212,Small,1,Eatery
OUT_05213,Small,0,Grocery
OUT_05214,,1,SMMT
OUT_05215,Small,1,Kiosk
OUT_05216,Large,4,Hotel
OUT_05217,Small,1,Bakery
OUT_05218,Medium,1,Hotel
OUT_05219,Small,0,SMMT
OUT_05220,Medium,2,Eatery
OUT_05221,Small,0,Grocery
OUT_05222,Large,2,Hotel
OUT_05223,Small,0,Grocery
OUT_05224,Small,0,Eatery
OUT_05225,Medium,1,Bakery
OUT_05226,Small,0,Pharmacy
OUT_05227,Small,0,Bakery
OUT_05228,Small,0,Kiosk
OUT_05229,Small,0,Eatery
OUT_05230,Extra Large,4,Pharmacy
OUT_05231,Large,2,Bakery
OUT_05232,Medium,1,Grocery
OUT_05233,Large,3,Hotel
OUT_05234,Medium,1,Grocery
OUT_05235,Small,0,Pharmacy
OUT_05236,Small,1,Kiosk
OUT_05237,Medium,1,Bakery
OUT_05238,Small,0,Pharmacy
OUT_05239,Medium,1,Pharmacy
OUT_05240,Medium,2,Hotel
OUT_05241,Small,0,Hotel
OUT_05242,Small,0,Kiosk
OUT_05243,Medium,2,Grocery
OUT_05244,Medium,1,Kiosk
OUT_05245,Small,0,Pharmacy
OUT_05246,Small,0,Bakry
OUT_05247,Small,0,Pharmacy
OUT_05248,Medium,1,Eatery
OUT_05249,Medium,2,Kiosk
OUT_05250,Extra Large,5,Kiosk
OUT_05251,Small,0,Eatery
OUT_05252,Small,0,Bakery
OUT_05253,Medium,2,Pharmacy
OUT_05254,Small,0,SMMT
OUT_05255,Large,2,SMMT
OUT_05256,Large,3,Bakery
OUT_05257,Large,2,Kiosk
OUT_05258,Small,1,Eatery
OUT_05259,Large,3,Hotel
OUT_05260,Medium,2,Bakery
OUT_05261,Small,0,SMMT
OUT_05262,Small,0,SMMT
OUT_05263,Small,0,SMMT
OUT_05264,Large,4,SMMT
OUT_05265,Medium,1,Eatery
OUT_05266,Small,0,Pharmacy
OUT_05267,Medium,1,Bakery
OUT_05268,Small,0,SMMT
OUT_05269,Extra Large,3,Hotel
OUT_05270,Medium,2,Eatery
OUT_05271,Large,4,SMMT
OUT_05272,Large,4,Eatery
OUT_05273,Small,0,Grocery
OUT_05274,Medium,2,Grocery
OUT_05275,Small,0,Pharmacy
OUT_05276,Small,0,SMMT
OUT_05277,Small,0,Hotel
OUT_05278,Small,0,SMMT
OUT_05279,Small,0,Pharmacy
OUT_05280,Extra Large,5,Eatery
OUT_05281,Medium,1,Kiosk
OUT_05282,Medium,2,SMMT
OUT_05283,Medium,1,Hotel
OUT_05284,Small,0,SMMT
OUT_05285,Small,0,Eatery
OUT_05286,Large,3,Pharmacy
OUT_05287,Large,5,SMMT
OUT_05288,Small,0,SMMT
OUT_05289,Medium,1,Pharmacy
OUT_05290,Medium,1,Hotel
OUT_05291,Small,0,Hotel
OUT_05292,Large,4,SMMT
OUT_05293,Small,0,Eatery
OUT_05294,Small,0,Grocery
OUT_05295,Medium,1,Hotel
OUT_05296,Small,0,Eatery
OUT_05297,Extra Large,4,SMMT
OUT_05298,Small,0,SMMT
OUT_05299,Large,4,Bakery
OUT_05300,Medium,1,SMMT
OUT_05301,Medium,1,Bakery
OUT_05302,Large,3,SMMT
OUT_05303,Small,1,Bakery
OUT_05304,,1,SMMT
OUT_05305,Medium,1,Pharmacy
OUT_05306,Small,1,Bakery
OUT_05307,small,2,Grocery
OUT_05308,Small,0,Bakery
OUT_05309,Small,0,Hotel
OUT_05310,Small,0,Hotel
OUT_05311,Medium,2,Kiosk
OUT_05312,Small,0,Pharmacy
OUT_05313,Small,1,Pharmacy
