Outlet_ID,Latitude,Longitude
OUT_04538,7.113902,80.099558
OUT_04539,7.055556,80.032308
OUT_04540,7.135347,79.937932
OUT_04541,6.899235,79.808443
OUT_04542,6.99601,79.855113
OUT_04543,7.108284,80.095649
OUT_04544,7.144449,80.09892
OUT_04545,7.046272,79.887745
OUT_04546,7.058773,79.979891
OUT_04547,6.729837,79.941655
OUT_04548,6.739651,79.862749
OUT_04549,6.823544,79.991901
OUT_04550,7.076913,80.064407
OUT_04551,7.068687,80.021227
OUT_04552,7.082873,79.881262
OUT_04553,6.892283,79.891128
OUT_04554,6.917316,80.007511
OUT_04555,7.177193,80.032243
OUT_04556,7.147718,79.822888
OUT_04557,7.057621,80.020707
OUT_04558,6.993556,79.95886
OUT_04559,6.951183,80.011823
OUT_04560,6.732162,80.082952
OUT_04561,7.147466,80.093982
OUT_04562,6.873137,79.825661
OUT_04563,6.777968,79.938853
OUT_04564,6.977373,79.850846
OUT_04565,7.184635,80.033259
OUT_04566,6.909629,80.066121
OUT_04567,7.085601,80.07494
OUT_04568,7.048572,80.025316
OUT_04569,7.069486,80.075348
OUT_04570,6.96869,79.802076
OUT_04571,6.925623,79.920121
OUT_04572,7.151432,79.949851
OUT_04573,6.864268,79.830764
OUT_04574,6.830911,79.991313
OUT_04575,7.092066,80.018363
OUT_04576,6.925941,79.802719
OUT_04577,6.925885,80.05739
OUT_04578,6.951597,79.887199
OUT_04579,7.167397,79.983205
OUT_04580,6.771738,79.952341
OUT_04581,7.094745,79.888627
OUT_04582,6.749592,79.966584
OUT_04583,6.898718,79.915186
OUT_04584,6.721443,79.857177
OUT_04585,7.013151,80.045717
OUT_04586,6.797397,79.924003
OUT_04587,6.845255,79.982556
OUT_04588,6.817201,79.843779
OUT_04589,6.863187,79.890914
OUT_04590,7.017023,79.908323
OUT_04591,7.010937,79.990223
OUT_04592,6.747114,80.008592
OUT_04593,7.043415,79.954444
OUT_04594,6.943977,79.834565
OUT_04595,7.087784,79.837367
OUT_04596,7.176632,80.094144
OUT_04597,7.177926,80.09827
OUT_04598,6.817962,80.042776
OUT_04599,6.903568,79.901195
OUT_04600,6.836224,79.867834
OUT_04601,6.840413,79.984483
OUT_04602,6.955765,79.881453
OUT_04603,7.032897,79.819932
OUT_04604,7.140695,79.839434
OUT_04605,6.898678,79.873816
OUT_04606,6.869282,79.859098
OUT_04607,6.873905,79.888194
OUT_04608,6.742232,80.046108
OUT_04609,7.093691,79.813613
OUT_04610,6.795491,79.921439
OUT_04611,80.015111,6.998361
OUT_04612,6.819206,79.964263
OUT_04613,6.749215,79.831429
OUT_04614,6.900615,80.045963
OUT_04615,7.075871,80.052412
OUT_04616,7.077785,79.872744
OUT_04617,6.958003,80.020504
OUT_04618,7.072254,79.956063
OUT_04619,7.095388,79.847793
OUT_04620,7.086996,79.802488
OUT_04621,6.83849,79.866383
OUT_04622,7.031262,79.801886
OUT_04623,7.069506,79.824568
OUT_04624,6.744852,80.067025
OUT_04625,7.120969,79.961953
OUT_04626,7.127844,80.047066
OUT_04627,7.044345,79.842047
OUT_04628,7.144787,79.937201
OUT_04629,6.867207,79.989125
OUT_04630,6.761005,80.094764
OUT_04631,6.766345,79.847207
OUT_04632,7.164362,80.052744
OUT_04633,7.09461,80.084726
OUT_04634,6.879402,79.923615
OUT_04635,6.709504,79.939348
OUT_04636,6.916704,80.01133
OUT_04637,6.827194,80.025567
OUT_04638,6.748026,79.803954
OUT_04639,6.725705,80.007009
OUT_04640,7.097849,79.94375
OUT_04641,6.879736,79.85383
OUT_04642,6.745872,79.896447
OUT_04643,6.826337,79.840225
OUT_04644,6.828684,80.017826
OUT_04645,7.052646,79.820061
OUT_04646,6.987178,79.866533
OUT_04647,7.090549,79.934959
OUT_04648,7.125736,79.952209
OUT_04649,6.896735,80.012413
OUT_04650,7.168384,79.987011
OUT_04651,6.726974,79.846562
OUT_04652,6.856441,80.004482
OUT_04653,6.998772,79.924752
OUT_04654,7.009036,80.054592
OUT_04655,7.06886,79.847312
OUT_04656,6.876299,80.018563
OUT_04657,6.938539,80.08037
OUT_04658,6.81075,80.070967
OUT_04659,6.828902,79.975832
OUT_04660,7.020277,79.946144
OUT_04661,6.870849,79.828244
OUT_04662,6.916256,79.81262
OUT_04663,6.997035,80.026698
OUT_04664,6.929133,80.016386
OUT_04665,6.905265,79.951195
OUT_04666,6.941618,80.072599
OUT_04667,6.805658,79.981625
OUT_04668,7.150694,79.887505
OUT_04669,6.755731,79.938584
OUT_04670,6.819921,79.858922
OUT_04671,7.001139,80.070559
OUT_04672,6.736356,79.856342
OUT_04673,6.82474,79.899671
OUT_04674,6.761648,79.940194
OUT_04675,6.755877,80.037047
OUT_04676,6.942912,79.991906
OUT_04677,7.004068,79.867711
OUT_04678,6.913003,80.096416
OUT_04679,6.852394,79.944375
OUT_04680,7.164445,80.004971
OUT_04681,7.010445,79.923045
OUT_04682,6.795334,80.04531
OUT_04683,6.89814,80.007079
OUT_04684,7.17785,79.923729
OUT_04685,6.959274,79.931969
OUT_04686,7.024491,79.859682
OUT_04687,7.020865,79.846384
OUT_04688,6.943921,79.903457
OUT_04689,7.063551,79.804582
OUT_04690,6.9834,79.871058
OUT_04691,6.710916,80.098089
OUT_04692,6.970047,79.824183
OUT_04693,7.124293,79.964106
OUT_04694,6.738893,79.836287
OUT_04695,7.1742,80.090572
OUT_04696,7.092132,79.882214
OUT_04697,7.147956,80.05878
OUT_04698,6.958667,79.869235
OUT_04699,7.022653,79.844081
OUT_04700,6.783767,80.046435
OUT_04701,6.944943,79.968473
OUT_04702,6.931296,79.856004
OUT_04703,6.859143,80.010743
OUT_04704,7.079272,79.819315
OUT_04705,6.937672,80.021308
OUT_04706,6.897095,79.915204
OUT_04707,6.903127,80.045428
OUT_04708,6.916987,79.867787
OUT_04709,6.822681,80.031269
OUT_04710,6.713968,79.880267
OUT_04711,6.72889,79.821085
OUT_04712,7.17229,79.896063
OUT_04713,6.739712,79.933513
OUT_04714,7.099021,80.091302
OUT_04715,7.151978,79.849455
OUT_04716,7.110021,80.076894
OUT_04717,7.057183,79.960203
OUT_04718,6.964883,79.961008
OUT_04719,7.046594,79.968435
OUT_04720,6.949456,79.863438
OUT_04721,7.187571,80.013788
OUT_04722,6.96227,79.993411
OUT_04723,6.863225,79.992298
OUT_04724,7.166454,79.821243
OUT_04725,7.097444,79.858411
OUT_04726,7.179155,80.068056
OUT_04727,7.19128,79.934947
OUT_04728,6.782411,79.862755
OUT_04729,6.901455,79.911955
OUT_04730,7.156958,79.902791
OUT_04731,6.905482,79.895323
OUT_04732,6.929426,79.996535
OUT_04733,7.142583,79.824077
OUT_04734,6.706344,79.9109
OUT_04735,7.199887,79.953829
OUT_04736,6.870005,79.819464
OUT_04737,6.848097,79.946728
OUT_04738,6.838092,80.060805
OUT_04739,6.833127,79.806174
OUT_04740,6.755214,79.938648
OUT_04741,6.930552,80.043228
OUT_04742,7.1672,79.922428
OUT_04743,7.1825,79.936092
OUT_04744,7.178779,79.979066
OUT_04745,7.114872,80.083805
OUT_04746,6.99471,80.035091
OUT_04747,6.759503,79.94193
OUT_04748,6.929367,79.976414
OUT_04749,6.888696,80.037625
OUT_04750,7.076693,80.091655
OUT_04751,6.81584,79.804333
OUT_04752,6.887554,80.024914
OUT_04753,7.021984,79.846611
OUT_04754,6.998911,79.899463
OUT_04755,6.952984,79.918662
OUT_04756,6.799682,79.963456
OUT_04757,7.186068,79.828996
OUT_04758,7.129439,79.890308
OUT_04759,7.181895,79.843647
OUT_04760,6.922084,80.098079
OUT_04761,7.195789,79.928529
OUT_04762,7.022226,79.854222
OUT_04763,6.983323,79.91927
OUT_04764,7.147851,79.897335
OUT_04765,7.099143,80.086131
OUT_04766,7.035356,79.923104
OUT_04767,7.158391,79.897282
OUT_04768,7.120245,79.855071
OUT_04769,6.951725,79.971686
OUT_04770,7.157131,79.80881
OUT_04771,7.174263,79.891886
OUT_04772,6.798508,79.898892
OUT_04773,6.818468,80.010298
OUT_04774,6.976643,80.047325
OUT_04775,6.817049,80.092492
OUT_04776,7.066855,79.935504
OUT_04777,6.796192,80.046561
OUT_04778,7.199008,80.065577
OUT_04779,7.104315,79.844605
OUT_04780,6.957992,79.952029
OUT_04781,7.081018,79.890493
OUT_04782,6.889236,80.024054
OUT_04783,7.113684,80.032344
OUT_04784,6.915556,79.820167
OUT_04785,6.818353,79.879222
OUT_04786,6.902542,80.012736
OUT_04787,6.849358,79.891528
OUT_04788,6.847212,79.820618
OUT_04789,6.961294,80.001936
OUT_04790,6.806759,79.80506
OUT_04791,6.983635,80.038109
OUT_04792,6.831622,79.9114
OUT_04793,6.984325,79.902253
OUT_04794,7.008978,80.004895
OUT_04795,7.141943,79.902685
OUT_04796,6.978227,80.052404
OUT_04797,6.843276,80.067882
OUT_04798,7.037239,79.801039
OUT_04799,6.962934,79.955694
OUT_04800,7.139129,79.83551
OUT_04801,6.972362,79.965979
OUT_04802,6.71049,79.918727
OUT_04803,6.826838,79.873006
OUT_04804,6.73319,79.914079
OUT_04805,6.986649,79.922868
OUT_04806,6.722189,80.017897
OUT_04807,7.091796,80.009249
OUT_04808,6.937595,79.892438
OUT_04809,6.793049,79.996686
OUT_04810,7.175052,80.013306
OUT_04811,6.812491,79.812363
OUT_04812,6.844488,79.997303
OUT_04813,6.921755,79.902999
OUT_04814,6.87415,80.021246
OUT_04815,7.004778,79.982523
OUT_04816,6.797751,80.088771
OUT_04817,6.888933,79.869396
OUT_04818,6.816147,80.092171
OUT_04819,7.00683,79.93509
OUT_04820,6.708516,79.974632
OUT_04821,7.086138,79.876526
OUT_04822,7.060234,80.009811
OUT_04823,6.756607,79.862315
OUT_04824,6.772554,79.926326
OUT_04825,6.729015,79.945556
OUT_04826,7.198978,79.959591
OUT_04827,6.956112,79.931657
OUT_04828,6.954342,79.8175
OUT_04829,6.731725,80.007926
OUT_04830,6.996979,80.06209
OUT_04831,7.058739,79.954982
OUT_04832,6.899976,80.035433
OUT_04833,6.787684,79.877649
OUT_04834,7.192061,80.063642
OUT_04835,6.927347,79.928603
OUT_04836,6.930036,79.879587
OUT_04837,7.008465,79.981023
OUT_04838,6.72327,79.982333
OUT_04839,6.976077,79.800512
OUT_04840,6.932323,80.089718
OUT_04841,6.9794,80.084936
OUT_04842,7.012421,79.979078
OUT_04843,6.709296,79.961929
OUT_04844,6.966093,79.819953
OUT_04845,7.183279,80.019028
OUT_04846,6.92608,79.86758
OUT_04847,6.721272,79.838716
OUT_04848,7.00291,80.017558
OUT_04849,6.989102,79.829437
OUT_04850,6.819388,80.064893
OUT_04851,6.74548,80.033031
OUT_04852,6.959487,79.915935
OUT_04853,6.81462,79.809452
OUT_04854,79.933763,7.019787
OUT_04855,6.724256,80.009
OUT_04856,7.053777,79.928803
OUT_04857,6.779965,79.994503
OUT_04858,7.122243,79.99358
OUT_04859,6.980206,79.822098
OUT_04860,6.877953,79.830023
OUT_04861,6.784491,80.057332
OUT_04862,7.10222,79.891776
OUT_04863,7.143651,79.923866
OUT_04864,6.7771,79.865856
OUT_04865,6.838374,80.083279
OUT_04866,6.93415,79.923223
OUT_04867,6.868435,79.904617
OUT_04868,7.180923,79.915585
OUT_04869,7.027257,79.825395
OUT_04870,6.914926,79.983055
OUT_04871,6.971233,79.920862
OUT_04872,6.940171,79.844466
OUT_04873,7.102796,79.94595
OUT_04874,7.003767,79.818646
OUT_04875,7.081276,79.890135
OUT_04876,7.087519,80.065339
OUT_04877,6.938681,80.000301
OUT_04878,7.13722,79.800327
OUT_04879,6.992218,79.88167
OUT_04880,7.004194,80.060996
OUT_04881,7.194914,80.080634
OUT_04882,6.776221,79.923308
OUT_04883,6.729956,80.001123
OUT_04884,7.087878,79.994581
OUT_04885,7.189527,79.817592
OUT_04886,6.843552,80.031101
OUT_04887,7.098966,80.02411
OUT_04888,6.913124,79.869517
OUT_04889,6.825243,79.977285
OUT_04890,7.115861,79.863452
OUT_04891,6.798096,80.008319
OUT_04892,6.72242,80.014154
OUT_04893,6.815014,79.804613
OUT_04894,6.933182,79.959191
OUT_04895,7.169216,80.09469
OUT_04896,7.031663,79.831125
OUT_04897,6.919615,79.843961
OUT_04898,6.824457,80.045722
OUT_04899,6.767884,80.040792
OUT_04900,7.058046,79.858563
OUT_04901,6.954014,79.969207
OUT_04902,7.102429,80.019268
OUT_04903,6.927246,79.855535
OUT_04904,7.007547,79.934264
OUT_04905,6.748122,79.940087
OUT_04906,6.936299,79.993975
OUT_04907,6.882278,80.037953
OUT_04908,7.114627,80.021305
OUT_04909,7.156314,79.976138
OUT_04910,7.01442,79.902579
OUT_04911,7.051051,79.8631
OUT_04912,7.137893,80.052904
OUT_04913,6.720021,79.805209
OUT_04914,7.095005,79.912716
OUT_04915,7.147871,80.004165
OUT_04916,7.175519,79.9681
OUT_04917,6.811383,80.090742
OUT_04918,7.146353,80.000344
OUT_04919,6.748294,80.041022
OUT_04920,7.026315,79.891699
OUT_04921,7.07667,79.881371
OUT_04922,6.817572,80.033454
OUT_04923,6.792369,79.979138
OUT_04924,7.030409,79.807242
OUT_04925,6.877646,79.849308
OUT_04926,7.063526,80.037528
OUT_04927,7.032675,80.080292
OUT_04928,6.84649,79.948319
OUT_04929,7.166637,79.9789
OUT_04930,7.05035,80.0585
OUT_04931,7.191609,79.866969
OUT_04932,6.920503,79.985642
OUT_04933,6.891332,80.087061
OUT_04934,6.883154,79.941093
OUT_04935,6.717945,80.013814
OUT_04936,7.094847,79.858163
OUT_04937,6.947258,79.838387
OUT_04938,6.930987,79.901743
OUT_04939,6.915592,79.863639
OUT_04940,7.019886,79.975576
OUT_04941,7.154632,79.876423
OUT_04942,6.90924,80.056447
OUT_04943,7.198453,80.019342
OUT_04944,6.746555,79.890868
OUT_04945,6.718067,79.96999
OUT_04946,6.981716,80.091276
OUT_04947,6.750228,79.987367
OUT_04948,7.008198,79.969081
OUT_04949,7.102708,80.005033
OUT_04950,6.985976,80.084712
OUT_04951,7.048713,79.910285
OUT_04952,6.955496,79.98211
OUT_04953,7.181981,80.003817
OUT_04954,7.190243,79.911124
OUT_04955,6.970936,79.982232
OUT_04956,6.754512,80.005259
OUT_04957,7.105124,79.841866
OUT_04958,7.075906,79.99865
OUT_04959,7.069095,80.037198
OUT_04960,6.82237,80.071483
OUT_04961,6.7049,79.940953
OUT_04962,7.005435,79.917661
OUT_04963,7.179619,79.853291
OUT_04964,6.762729,80.051369
OUT_04965,7.185825,79.996494
OUT_04966,7.078257,80.007227
OUT_04967,7.020944,80.089167
OUT_04968,7.050078,80.089735
OUT_04969,6.779245,79.823101
OUT_04970,7.104092,79.922197
OUT_04971,7.043206,79.905769
OUT_04972,6.95782,79.845219
OUT_04973,6.802598,80.049702
OUT_04974,6.998352,79.999747
OUT_04975,6.923064,80.032324
OUT_04976,6.807367,80.019498
OUT_04977,7.144868,80.095056
OUT_04978,6.747726,80.020126
OUT_04979,7.089603,79.96286
OUT_04980,6.992467,79.88362
OUT_04981,7.126911,79.979653
OUT_04982,6.876809,79.830836
OUT_04983,7.072043,79.810548
OUT_04984,6.876202,80.04627
OUT_04985,7.050453,79.841839
OUT_04986,7.146375,79.883097
OUT_04987,6.700724,79.905939
OUT_04988,7.157,80.070443
OUT_04989,6.744149,80.002302
OUT_04990,6.959804,79.973256
OUT_04991,6.984761,80.094938
OUT_04992,7.100169,79.958184
OUT_04993,6.957277,79.999309
OUT_04994,6.877038,79.844513
OUT_04995,6.809879,80.046571
OUT_04996,7.025692,79.843309
OUT_04997,6.909824,79.90707
OUT_04998,6.798913,79.943438
OUT_04999,7.041004,79.911844
OUT_05000,7.174843,79.964724
OUT_05001,7.139651,80.022099
OUT_05002,7.136738,80.059402
OUT_05003,6.979356,79.872029
OUT_05004,6.891713,79.880473
OUT_05005,6.922575,79.881571
OUT_05006,6.975983,79.85156
OUT_05007,7.163436,79.854346
OUT_05008,7.11161,79.913003
OUT_05009,7.078529,80.038456
OUT_05010,7.164238,79.974737
OUT_05011,6.829686,79.912837
OUT_05012,7.118373,79.81929
OUT_05013,6.981502,79.950733
OUT_05014,6.951201,79.900423
OUT_05015,7.106555,79.903743
OUT_05016,7.157896,79.856844
OUT_05017,7.175919,79.827711
OUT_05018,6.951361,79.815455
OUT_05019,6.721802,80.071468
OUT_05020,6.727058,79.97594
OUT_05021,7.168597,79.829191
OUT_05022,6.84535,79.92559
OUT_05023,6.839865,79.961269
OUT_05024,7.123406,79.879738
OUT_05025,6.925662,79.876931
OUT_05026,6.708846,79.82163
OUT_05027,7.018677,79.9607
OUT_05028,7.176413,79.825923
OUT_05029,6.915197,79.884047
OUT_05030,6.922896,80.099549
OUT_05031,6.733149,79.885697
OUT_05032,6.705779,79.959684
OUT_05033,7.175295,79.86578
OUT_05034,6.704678,79.975159
OUT_05035,6.725324,80.044376
OUT_05036,7.066258,79.949053
OUT_05037,7.022512,80.041661
OUT_05038,7.168189,79.947389
OUT_05039,7.015772,80.096785
OUT_05040,6.807396,79.85214
OUT_05041,6.983639,79.85375
OUT_05042,7.160431,79.922772
OUT_05043,7.173148,79.968272
OUT_05044,6.822248,80.081093
OUT_05045,7.056957,79.995465
OUT_05046,6.794966,79.865906
OUT_05047,6.967231,79.958568
OUT_05048,7.164997,80.017548
OUT_05049,6.907048,80.004073
OUT_05050,7.112044,80.018642
OUT_05051,6.866343,79.878028
OUT_05052,79.853059,6.764865
OUT_05053,7.121812,79.939592
OUT_05054,6.871176,79.836915
OUT_05055,6.834971,79.947314
OUT_05056,6.712111,79.904059
OUT_05057,7.074752,80.017061
OUT_05058,6.874737,80.091505
OUT_05059,6.703636,79.875682
OUT_05060,7.023518,80.02673
OUT_05061,7.172772,79.892251
OUT_05062,7.087353,80.030441
OUT_05063,7.085988,80.050683
OUT_05064,7.067428,79.811809
OUT_05065,6.784009,79.923133
OUT_05066,6.732004,79.919612
OUT_05067,7.139436,79.884881
OUT_05068,7.173619,80.024292
OUT_05069,6.831215,79.974007
OUT_05070,6.794703,80.00735
OUT_05071,6.805736,79.885713
OUT_05072,6.856821,79.867217
OUT_05073,6.864555,79.941534
OUT_05074,7.050032,80.031289
OUT_05075,7.08961,79.981796
OUT_05076,7.039978,80.027055
OUT_05077,6.761721,79.873692
OUT_05078,6.928951,80.017288
OUT_05079,7.159921,79.972911
OUT_05080,7.168288,80.035582
OUT_05081,6.852684,79.819394
OUT_05082,6.741622,80.083255
OUT_05083,7.179297,80.069941
OUT_05084,7.003655,80.080544
OUT_05085,7.003416,80.004795
OUT_05086,6.781912,79.903272
OUT_05087,7.037284,80.048344
OUT_05088,6.977196,79.89834
OUT_05089,6.892496,80.040763
OUT_05090,7.100156,79.914643
OUT_05091,7.074033,80.045235
OUT_05092,80.008288,7.134405
OUT_05093,6.895257,80.064365
OUT_05094,7.025833,79.945138
OUT_05095,7.052479,80.027398
OUT_05096,7.026736,79.92576
OUT_05097,6.729015,80.008719
OUT_05098,6.913352,79.996112
OUT_05099,6.893788,79.980948
OUT_05100,6.825589,80.096891
OUT_05101,7.167007,79.841238
OUT_05102,7.189493,80.057369
OUT_05103,7.078425,79.883884
OUT_05104,6.999582,79.941458
OUT_05105,6.828004,79.910193
OUT_05106,7.048094,80.086363
OUT_05107,6.717742,80.050806
OUT_05108,7.154764,79.947557
OUT_05109,7.003842,79.939222
OUT_05110,6.773997,79.957652
OUT_05111,7.102179,79.826796
OUT_05112,6.798871,79.931966
OUT_05113,7.00762,79.867237
OUT_05114,6.918805,79.933477
OUT_05115,6.737002,79.95881
OUT_05116,6.772288,79.897324
OUT_05117,6.988853,79.892717
OUT_05118,7.037661,79.815807
OUT_05119,6.809392,79.993199
OUT_05120,6.895058,80.040433
OUT_05121,6.72053,80.004206
OUT_05122,7.014813,79.864053
OUT_05123,6.71453,79.855128
OUT_05124,6.950112,79.955842
OUT_05125,6.993473,79.846752
OUT_05126,7.079698,79.96586
OUT_05127,7.146333,79.833209
OUT_05128,7.035822,79.981328
OUT_05129,6.859294,79.895795
OUT_05130,7.021082,79.951915
OUT_05131,7.026815,79.863175
OUT_05132,7.107167,80.081875
OUT_05133,7.110615,79.835645
OUT_05134,6.708742,79.915129
OUT_05135,7.090762,80.01687
OUT_05136,6.714093,79.845724
OUT_05137,6.75898,80.084916
OUT_05138,7.160251,79.975481
OUT_05139,6.855113,79.943545
OUT_05140,6.999188,79.883759
OUT_05141,6.973157,79.942425
OUT_05142,6.714437,79.965993
OUT_05143,6.796948,79.953092
OUT_05144,7.191041,80.04387
OUT_05145,6.742382,79.878969
OUT_05146,7.151592,80.081957
OUT_05147,7.074909,80.002698
OUT_05148,6.82292,79.915645
OUT_05149,6.783262,79.897085
OUT_05150,6.94093,80.082782
OUT_05151,6.933336,80.038516
OUT_05152,6.789751,80.028831
OUT_05153,7.195283,79.845583
OUT_05154,6.775928,79.806107
OUT_05155,6.778142,79.827115
OUT_05156,6.837949,79.857994
OUT_05157,7.182101,79.804909
OUT_05158,6.985284,79.813253
OUT_05159,6.908708,79.900676
OUT_05160,6.780916,79.911967
OUT_05161,6.855805,80.036215
OUT_05162,6.818638,79.813968
OUT_05163,6.790691,79.869822
OUT_05164,7.084216,79.937016
OUT_05165,6.852697,79.982818
OUT_05166,7.054566,80.016076
OUT_05167,7.099457,80.091946
OUT_05168,6.86751,79.88142
OUT_05169,7.178714,80.06376
OUT_05170,6.880208,79.933151
OUT_05171,7.155641,79.916203
OUT_05172,7.057731,80.046717
OUT_05173,6.948658,79.972159
OUT_05174,6.710965,80.084336
OUT_05175,6.89611,80.046748
OUT_05176,6.883077,79.998731
OUT_05177,6.819412,80.012002
OUT_05178,6.963328,80.008823
OUT_05179,6.77382,79.977818
OUT_05180,6.835996,80.055382
OUT_05181,6.954986,80.077151
OUT_05182,6.705943,79.99124
OUT_05183,7.188043,80.068233
OUT_05184,6.972027,79.80286
OUT_05185,6.801953,79.914589
OUT_05186,7.1841,80.039716
OUT_05187,7.186169,79.889479
OUT_05188,6.904282,80.046197
OUT_05189,6.939916,79.897116
OUT_05190,6.733383,79.918305
OUT_05191,7.198904,80.061937
OUT_05192,7.190497,80.041889
OUT_05193,6.743433,80.082536
OUT_05194,7.030851,79.820511
OUT_05195,6.856528,79.83737
OUT_05196,6.965718,80.022971
OUT_05197,7.134558,79.811684
OUT_05198,6.845702,79.927904
OUT_05199,7.111608,80.033572
OUT_05200,6.778129,79.857007
OUT_05201,6.996554,79.961561
OUT_05202,7.154778,79.870255
OUT_05203,7.118175,79.897488
OUT_05204,6.887878,79.839672
OUT_05205,6.850619,80.049428
OUT_05206,7.135742,79.9211
OUT_05207,7.067742,80.071021
OUT_05208,6.991648,79.85255
OUT_05209,6.871568,79.954456
OUT_05210,7.141802,79.924845
OUT_05211,6.905645,80.075328
OUT_05212,7.156994,79.975397
OUT_05213,7.039837,79.80499
OUT_05214,6.91798,79.915963
OUT_05215,7.073534,79.888876
OUT_05216,6.929272,80.01394
OUT_05217,7.179093,79.973244
OUT_05218,6.9211,80.084111
OUT_05219,6.895781,80.013208
OUT_05220,6.716937,79.913562
OUT_05221,6.814766,79.953699
OUT_05222,7.157571,79.952196
OUT_05223,6.839894,79.902471
OUT_05224,7.133886,79.865382
OUT_05225,6.931644,80.04661
OUT_05226,6.853129,79.840572
OUT_05227,7.016275,79.960891
OUT_05228,7.143765,79.851921
OUT_05229,7.052588,79.934415
OUT_05230,6.930268,79.995926
OUT_05231,6.773454,80.022179
OUT_05232,6.750176,79.931799
OUT_05233,6.896872,79.892216
OUT_05234,7.12666,79.960466
OUT_05235,79.839533,7.070622
OUT_05236,6.913611,79.993724
OUT_05237,7.171483,79.919598
OUT_05238,6.948969,79.906276
OUT_05239,7.045254,80.027082
OUT_05240,7.163332,79.923634
OUT_05241,7.171672,79.848556
OUT_05242,6.838264,79.83862
OUT_05243,6.991268,80.075886
OUT_05244,6.866538,79.817238
OUT_05245,6.905343,79.954465
OUT_05246,7.04588,80.01983
OUT_05247,6.835078,79.82826
OUT_05248,6.899685,79.866012
OUT_05249,6.932708,80.06829
OUT_05250,6.972136,79.907269
OUT_05251,6.77562,80.074512
OUT_05252,6.909548,80.09534
OUT_05253,7.090984,80.012685
OUT_05254,7.016521,79.980005
OUT_05255,7.192094,80.084309
OUT_05256,7.051697,80.014668
OUT_05257,6.774384,80.05636
OUT_05258,6.824416,79.871876
OUT_05259,7.063771,79.845036
OUT_05260,6.790238,80.008614
OUT_05261,6.892215,79.822521
OUT_05262,7.122936,79.99153
OUT_05263,7.0384,79.998468
OUT_05264,7.024055,79.817671
OUT_05265,6.749484,80.063442
OUT_05266,6.737531,80.055358
OUT_05267,6.764087,80.07894
OUT_05268,6.901516,79.812578
OUT_05269,6.812186,79.90657
OUT_05270,6.895657,79.911063
OUT_05271,7.030198,79.964714
OUT_05272,7.180341,80.037293
OUT_05273,6.759046,79.94271
OUT_05274,7.076779,79.853835
OUT_05275,79.818852,7.079338
OUT_05276,6.869209,79.849441
OUT_05277,6.981256,79.98018
OUT_05278,6.945863,79.805798
OUT_05279,7.160071,80.013799
OUT_05280,7.031853,79.83549
OUT_05281,6.872005,79.920639
OUT_05282,6.920321,80.025075
OUT_05283,7.090325,80.049192
OUT_05284,6.96927,80.095811
OUT_05285,6.898429,79.833298
OUT_05286,6.999821,80.056764
OUT_05287,6.804067,79.877689
OUT_05288,7.165569,79.815569
OUT_05289,7.015849,80.08421
OUT_05290,6.976644,80.084709
OUT_05291,7.051327,79.915676
OUT_05292,7.141591,79.832979
OUT_05293,7.057791,79.849653
OUT_05294,7.189618,79.822195
OUT_05295,6.743265,80.031837
OUT_05296,6.797265,79.822922
OUT_05297,6.911576,80.021945
OUT_05298,6.956561,79.991353
OUT_05299,6.850576,79.81153
OUT_05300,7.016415,80.016786
OUT_05301,7.181752,79.970515
OUT_05302,6.959231,79.919023
OUT_05303,6.86196,79.869831
OUT_05304,6.926131,79.913775
OUT_05305,6.904244,79.829438
OUT_05306,7.003925,80.044506
OUT_05307,7.154006,79.827526
OUT_05308,7.019052,79.85808
OUT_05309,6.797408,80.080168
OUT_05310,6.743867,79.901625
OUT_05311,6.702138,80.092713
OUT_05312,7.07735,79.899103
OUT_05313,6.878559,79.881224
OUT_05314,7.021869,80.07672
OUT_05315,7.045207,79.830732
OUT_05316,7.178771,79.921606
OUT_05317,6.891073,79.822991
OUT_05318,6.890748,79.838318
OUT_05319,7.03422,79.847169
OUT_05320,6.741712,79.959101
OUT_05321,7.050598,79.99227
OUT_05322,7.067906,79.993692
OUT_05323,6.713658,79.996611
OUT_05324,6.823113,79.902164
OUT_05325,6.892287,79.812961
OUT_05326,6.949495,79.828761
OUT_05327,6.859877,80.024048
OUT_05328,7.131412,79.965032
OUT_05329,7.115721,79.839929
OUT_05330,6.730044,80.003372
OUT_05331,6.71084,80.006066
OUT_05332,6.915282,80.053132
OUT_05333,6.907269,79.950294
OUT_05334,7.148706,80.078681
OUT_05335,6.886215,79.970671
OUT_05336,6.834753,79.829957
OUT_05337,7.031156,79.985492
OUT_05338,7.034353,80.026311
OUT_05339,6.910017,80.075572
OUT_05340,7.182176,80.021206
OUT_05341,6.740539,80.01011
OUT_05342,6.965472,79.969594
OUT_05343,7.189314,79.873081
OUT_05344,6.809031,80.049982
OUT_05345,7.095375,79.84986
OUT_05346,7.015152,79.999139
OUT_05347,6.702838,79.907699
OUT_05348,7.180276,80.065558
OUT_05349,6.938209,80.084798
OUT_05350,6.800727,80.066593
OUT_05351,7.070717,80.066064
OUT_05352,7.030854,79.890069
OUT_05353,6.717153,79.812795
OUT_05354,7.199819,79.858608
OUT_05355,6.772574,79.943692
OUT_05356,7.029375,79.906425
OUT_05357,7.196446,79.815583
OUT_05358,6.718629,80.052924
OUT_05359,6.738964,79.807705
